type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_variation_sku,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17
product,1451,32.4,Knuffel met rits kerstbeer,"Knuffel van 100% polyester. Opening met rits voor eenvoudige decoratie. Uitneembare vulling. Opgenaaide ogen en mond. Rode, gebreide sjaal met een rode kerstmuts op één oor. Voldoet aan de Europese norm EN71 voor veilig speelgoed. Geschikt voor alle leeftijden.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=395842&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Mumbles,Knuffels,Knuffel,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395842&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395841&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,
product_option,1451,,,,,,,,,,,,,Color,White / Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1451,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_variation,1451,32.4,,,,,,,,,MM573_70534_70533,White / Red,One Size,,,,,,,,,,,,,,,,,,,
product,1452,39.42,Sellyn SS T-shirt korte mouwen,100% biologisch katoen. T-shirt met korte mouwen. Ronde hals. Bedrukt logo met vlag. Zolang de voorraad strekt.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=414002&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,NAPAPIJRI,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=414002&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=414005&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=414003&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=414004&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,1452,,,,,,,,,,,,,Color,BLACK,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1452,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1452,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1452,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1452,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1452,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1452,,,,,,,,,,,,,Color,Blu marine,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1452,,,,,,,,,,,,,Color,Bright white,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1452,,,,,,,,,,,,,Color,Medium grey melange,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69495_69490,BLACK,S,,,,,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69495_69491,BLACK,M,,,,,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69495_69492,BLACK,L,,,,,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69495_69493,BLACK,XL,,,,,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69495_69494,BLACK,XXL,,,,,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69496_69490,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69496_69491,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69496_69492,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69496_69493,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69496_69494,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69497_69490,Bright white,,,,,,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69497_69491,Bright white,,,,,,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69497_69492,Bright white,,,,,,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69497_69493,Bright white,,,,,,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69497_69494,Bright white,,,,,,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69498_69490,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69498_69491,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69498_69492,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69498_69493,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product_variation,1452,39.42,,,,,,,,,NP0A4EZP_69498_69494,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product,1453,88.96,Bellyn C sweater ronde hals,100% biologisch katoen. Sweater met lange mouwen. Ronde hals. Bedrukt logo met vlag. Zolang de voorraad strekt.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=414008&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,NAPAPIJRI,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=414008&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,
product_option,1453,,,,,,,,,,,,,Color,BLACK,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1453,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1453,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1453,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1453,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1453,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1453,,,,,,,,,,,,,Color,Blu marine,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1453,,,,,,,,,,,,,Color,Bright white,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1453,,,,,,,,,,,,,Color,Medium grey melange,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69477_69472,BLACK,S,,,,,,,,,,,,,,,,,,,
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69477_69473,BLACK,M,,,,,,,,,,,,,,,,,,,
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69477_69474,BLACK,L,,,,,,,,,,,,,,,,,,,
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69477_69475,BLACK,XL,,,,,,,,,,,,,,,,,,,
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69477_69476,BLACK,XXL,,,,,,,,,,,,,,,,,,,
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69478_69472,Blu marine,,,,,,,,,,,,,,,,,,,,
