type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13
product,O2lgMbE8nuktzrBQ,Classic Retro Trucker pet,Buitenstof 1: 100% katoen. Buitenstof 2: 100% gerecycled polyester. Tweekleurige truckerspet. De voorkant en de zonneklep van de pet zijn gemaakt van ondoorzichtig katoen. De achterkant is gemaakt van ademende mesh van gerecycled polyester. Eén maat. Verstelbaar met een drukknoopsluiting in een bijpassende kleur.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199433&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,FLEXFIT,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199433&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199432&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199431&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,
product_option,O2lgMbE8nuktzrBQ,,,,,,,,,,,,,,Color,BLACK / WHITE,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,O2lgMbE8nuktzrBQ,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,O2lgMbE8nuktzrBQ,,,,,,,,,,,,,,Color,CHARCOAL / BLACK,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,O2lgMbE8nuktzrBQ,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,O2lgMbE8nuktzrBQ,,,,,,,,,,,,,,Color,NAVY / WHITE,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,O2lgMbE8nuktzrBQ,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,O2lgMbE8nuktzrBQ,,,,,,,,,,FL6606RT_71027_71026,13.58,BLACK / WHITE,One Size,,,,,,,,,,,,,,
product_variation,O2lgMbE8nuktzrBQ,,,,,,,,,,FL6606RT_71028_71026,13.58,CHARCOAL / BLACK,One Size,,,,,,,,,,,,,,
product_variation,O2lgMbE8nuktzrBQ,,,,,,,,,,FL6606RT_71029_71026,13.58,NAVY / WHITE,One Size,,,,,,,,,,,,,,
product,bgItd4nSIseMdQMw,Pet in gerecycled Twillpolyester,98% gerecycled polyester / 2% PU spandex. Gerecycled twillpolyester. Voorgevormde zonneklep met decoratieve naden. Verstelbaar met een klassieke drukknoopsluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=203375&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,FLEXFIT,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=203375&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=203376&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,
product_option,bgItd4nSIseMdQMw,,,,,,,,,,,,,,Color,BLACK,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,bgItd4nSIseMdQMw,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,bgItd4nSIseMdQMw,,,,,,,,,,,,,,Color,NAVY,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,bgItd4nSIseMdQMw,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,bgItd4nSIseMdQMw,,,,,,,,,,FL7706RS_71032_71118,19.56,BLACK,One Size,,,,,,,,,,,,,,
product_variation,bgItd4nSIseMdQMw,,,,,,,,,,FL7706RS_71033_71118,19.56,NAVY,One Size,,,,,,,,,,,,,,
product,3zlcTwIUdejheakU,Gebogen kniebeschermers (SA68),"Vinylacetaat-polymeer met dubbele densiteit. Gebogen, soepele en gewatteerde kniebeschermers. Flexibel en dus gemakkelijk in de zakken van de overalls en broeken te steken.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=221967&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Dickies,Kledingaccessoires,Kniebeschermers,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221967&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221966&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,
