type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13
product,3FkED1aLy3jsowlY,Volwassenenmasker AFNOR UNS1 UNS 2 - Herbruikbaar en wasbaar - pak van 5 masker,"Zachte 3-laags katoenen stof. <br/>Rubber in de naad en zijkanten voor een betere houvast en fixatie. <br/>Machinewasbaar tot 60°. 10 wasbeurten getest.<br/>Ademend vermogen, doorlaatbaarheid en filtratie zijn getest door een onafhankelijk geaccrediteerd laboratorium (filtratie is meer dan 70%). <br/>Perfect voor drukwerk.<br/>De etikettering van de verpakking is beschikbaar in 26 Europese talen. <br/>De instructiefolder Hoe het masker te dragen en te verwijderen" zit in de polybag.<br/>Masker van Cat. 2 Volgens de AFNOR-norm, Test DGA N° Report RP/20-5014/DGA MNRBC/2000305/NP Version 1<br/>Masker van Cat. 1 na 10 wasbeurten Volgens de AFNOR-norm, Test DGA N° Report RP/20-5073/DGA MNRBC/2000305/NP Version 1",https://media.europeancatalog.com/ws.php?act=download&mamfileid=266983&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Fruit of the Loom,Accessoires,Masques,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266983&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391122&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391163&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,
product_option,3FkED1aLy3jsowlY,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,3FkED1aLy3jsowlY,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,3FkED1aLy3jsowlY,,,,,,,,,,SC6M014_67639_67638,2.3,Black,One Size,,,,,,,,,,,,,,
product,Z2rdPj2IjkJR1S9v,Korte damestop,"96% katoen / 4% elasthan. Korte top. Racerback. Dubbel stiksel op de zoom, de mouwopeningen en de hals. Afneembaar etiket.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=391868&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Skinni Fit,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391868&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391869&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,
product_option,Z2rdPj2IjkJR1S9v,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Z2rdPj2IjkJR1S9v,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Z2rdPj2IjkJR1S9v,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Z2rdPj2IjkJR1S9v,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Z2rdPj2IjkJR1S9v,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Z2rdPj2IjkJR1S9v,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,Z2rdPj2IjkJR1S9v,,,,,,,,,,SK106_70540_70535,8.44,Black,XS,,,,,,,,,,,,,,
product_variation,Z2rdPj2IjkJR1S9v,,,,,,,,,,SK106_70540_70536,8.44,Black,S,,,,,,,,,,,,,,
product_variation,Z2rdPj2IjkJR1S9v,,,,,,,,,,SK106_70540_70537,8.44,Black,M,,,,,,,,,,,,,,
product_variation,Z2rdPj2IjkJR1S9v,,,,,,,,,,SK106_70540_70538,8.44,Black,L,,,,,,,,,,,,,,
product_variation,Z2rdPj2IjkJR1S9v,,,,,,,,,,SK106_70540_70539,8.44,Black,XL,,,,,,,,,,,,,,
product,w54Eb5L4hmrriXsV,Pyjamabroek kind,96% katoen / 4% elasthan. Rekbare pyjamabroek met elastische tailleband en imitatie-aanrijgkoordjes. Opgestroopte zoom in dezelfde stof. Afneembaar etiket.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391894&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Skinni Fit,Pyjama's,Pyjama's,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391894&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391893&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,
product_option,w54Eb5L4hmrriXsV,,,,,,,,,,,,,,Color,Navy / White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,w54Eb5L4hmrriXsV,,,,,,,,,,,,,,Size,5/6 years (5/6 ans),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,w54Eb5L4hmrriXsV,,,,,,,,,,,,,,Size,7/8 years (7/8 ans),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,w54Eb5L4hmrriXsV,,,,,,,,,,,,,,Size,9/10 years (9/10 ans),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,w54Eb5L4hmrriXsV,,,,,,,,,,,,,,Size,11/12 years (11/12 ans),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,w54Eb5L4hmrriXsV,,,,,,,,,,,,,,Size,13 ans,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,w54Eb5L4hmrriXsV,,,,,,,,,,,,,,Color,Red / White,RADIOBUTTONS,TRUE,,,,,,,,,,
